session_id,set_id,directory,chosen_path,chosen_stage,timestamp,note,mtime
mojo1_historical_extraction,20250726_100108,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_100108_stage1.5_face_swapped.png,1.5,20250726_100108,Crop coordinates not available (image already cropped),2025-10-10T10:42:22+00:00
mojo1_historical_extraction,20250725_101736,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_101736_stage2_upscaled.png,2.0,20250725_101736,Crop coordinates not available (image already cropped),2025-10-08T20:51:58+00:00
mojo1_historical_extraction,20250727_213835,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_213835_stage1.5_face_swapped.png,1.5,20250727_213835,Crop coordinates not available (image already cropped),2025-10-11T01:01:40+00:00
mojo1_historical_extraction,20250725_145150,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_145150_stage1.5_face_swapped.png,1.5,20250725_145150,Crop coordinates not available (image already cropped),2025-10-08T21:11:58+00:00
mojo1_historical_extraction,20250727_125424,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_125424_stage1.5_face_swapped.png,1.5,20250727_125424,Crop coordinates not available (image already cropped),2025-10-10T22:12:50+00:00
mojo1_historical_extraction,20250725_204502,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_204502_stage1.5_face_swapped.png,1.5,20250725_204502,Crop coordinates not available (image already cropped),2025-10-08T22:32:36+00:00
mojo1_historical_extraction,20250726_122248,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_122248_stage1.5_face_swapped.png,1.5,20250726_122248,Crop coordinates not available (image already cropped),2025-10-08T19:59:10+00:00
mojo1_historical_extraction,20250727_161213,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_161213_stage1.5_face_swapped.png,1.5,20250727_161213,Crop coordinates not available (image already cropped),2025-10-10T23:06:40+00:00
mojo1_historical_extraction,20250727_232008,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_232008_stage1.5_face_swapped.png,1.5,20250727_232008,Crop coordinates not available (image already cropped),2025-10-03T17:17:52+00:00
mojo1_historical_extraction,20250725_185714,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_185714_stage1.5_face_swapped.png,1.5,20250725_185714,Crop coordinates not available (image already cropped),2025-10-08T22:19:30+00:00
mojo1_historical_extraction,20250726_010024,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_010024_stage1.5_face_swapped.png,1.5,20250726_010024,Crop coordinates not available (image already cropped),2025-10-09T00:28:30+00:00
mojo1_historical_extraction,20250727_223726,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_223726_stage1.5_face_swapped.png,1.5,20250727_223726,Crop coordinates not available (image already cropped),2025-10-03T17:13:16+00:00
mojo1_historical_extraction,20250727_132656,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_132656_stage1.5_face_swapped.png,1.5,20250727_132656,Crop coordinates not available (image already cropped),2025-10-02T20:31:14+00:00
mojo1_historical_extraction,20250726_023555,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_023555_stage1.5_face_swapped.png,1.5,20250726_023555,Crop coordinates not available (image already cropped),2025-10-10T08:57:48+00:00
mojo1_historical_extraction,20250725_142556,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_142556_stage1.5_face_swapped.png,1.5,20250725_142556,Crop coordinates not available (image already cropped),2025-10-02T11:50:28+00:00
mojo1_historical_extraction,20250726_010701,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_010701_stage1.5_face_swapped.png,1.5,20250726_010701,Crop coordinates not available (image already cropped),2025-10-09T00:30:34+00:00
mojo1_historical_extraction,20250727_213603,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_213603_stage1.5_face_swapped.png,1.5,20250727_213603,Crop coordinates not available (image already cropped),2025-10-08T20:13:28+00:00
mojo1_historical_extraction,20250727_112018,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_112018_stage1.5_face_swapped.png,1.5,20250727_112018,Crop coordinates not available (image already cropped),2025-10-02T19:37:12+00:00
mojo1_historical_extraction,20250726_063039,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_063039_stage1.5_face_swapped.png,1.5,20250726_063039,Crop coordinates not available (image already cropped),2025-10-10T09:48:44+00:00
mojo1_historical_extraction,20250727_212759,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_212759_stage1.5_face_swapped.png,1.5,20250727_212759,Crop coordinates not available (image already cropped),2025-10-11T01:00:22+00:00
mojo1_historical_extraction,20250725_170747,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_170747_stage1.5_face_swapped.png,1.5,20250725_170747,Crop coordinates not available (image already cropped),2025-10-02T12:04:46+00:00
mojo1_historical_extraction,20250727_211428,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_211428_stage1.5_face_swapped.png,1.5,20250727_211428,Crop coordinates not available (image already cropped),2025-10-11T00:49:58+00:00
mojo1_historical_extraction,20250726_091040,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_091040_stage1.5_face_swapped.png,1.5,20250726_091040,Crop coordinates not available (image already cropped),2025-10-10T10:28:38+00:00
mojo1_historical_extraction,20250727_152158,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_152158_stage1.5_face_swapped.png,1.5,20250727_152158,Crop coordinates not available (image already cropped),2025-10-02T20:53:38+00:00
mojo1_historical_extraction,20250727_184434,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_184434_stage1.5_face_swapped.png,1.5,20250727_184434,Crop coordinates not available (image already cropped),2025-10-11T00:11:10+00:00
mojo1_historical_extraction,20250726_002148,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_002148_stage1.5_face_swapped.png,1.5,20250726_002148,Crop coordinates not available (image already cropped),2025-10-02T13:20:16+00:00
mojo1_historical_extraction,20250728_025822,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250728_025822_stage1.5_face_swapped.png,1.5,20250728_025822,Crop coordinates not available (image already cropped),2025-10-11T02:04:08+00:00
mojo1_historical_extraction,20250727_150023,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_150023_stage1.5_face_swapped.png,1.5,20250727_150023,Crop coordinates not available (image already cropped),2025-10-10T22:47:48+00:00
mojo1_historical_extraction,20250727_131344,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_131344_stage1.5_face_swapped.png,1.5,20250727_131344,Crop coordinates not available (image already cropped),2025-10-10T22:14:22+00:00
mojo1_historical_extraction,20250726_034857,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_034857_stage1.5_face_swapped.png,1.5,20250726_034857,Crop coordinates not available (image already cropped),2025-10-10T09:11:46+00:00
mojo1_historical_extraction,20250726_044412,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_044412_stage1.5_face_swapped.png,1.5,20250726_044412,Crop coordinates not available (image already cropped),2025-10-10T09:28:26+00:00
mojo1_historical_extraction,20250725_165658,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_165658_stage1.5_face_swapped.png,1.5,20250725_165658,Crop coordinates not available (image already cropped),2025-10-02T12:03:54+00:00
mojo1_historical_extraction,20250726_021214,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_021214_stage1.5_face_swapped.png,1.5,20250726_021214,Crop coordinates not available (image already cropped),2025-10-10T08:55:06+00:00
mojo1_historical_extraction,20250727_203822,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_203822_stage1.5_face_swapped.png,1.5,20250727_203822,Crop coordinates not available (image already cropped),2025-10-11T00:41:14+00:00
mojo1_historical_extraction,20250728_045809,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250728_045809_stage1.5_face_swapped.png,1.5,20250728_045809,Crop coordinates not available (image already cropped),2025-10-03T18:26:56+00:00
mojo1_historical_extraction,20250727_170241,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_170241_stage1.5_face_swapped.png,1.5,20250727_170241,Crop coordinates not available (image already cropped),2025-10-10T23:33:40+00:00
mojo1_historical_extraction,20250727_065540,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_065540_stage1.5_face_swapped.png,1.5,20250727_065540,Crop coordinates not available (image already cropped),2025-10-10T19:53:06+00:00
mojo1_historical_extraction,20250728_061706,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250728_061706_stage1.5_face_swapped.png,1.5,20250728_061706,Crop coordinates not available (image already cropped),2025-10-11T11:33:06+00:00
mojo1_historical_extraction,20250727_111126,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_111126_stage1.5_face_swapped.png,1.5,20250727_111126,Crop coordinates not available (image already cropped),2025-10-02T19:35:12+00:00
mojo1_historical_extraction,20250727_101752,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_101752_stage1.5_face_swapped.png,1.5,20250727_101752,Crop coordinates not available (image already cropped),2025-10-10T21:22:30+00:00
mojo1_historical_extraction,20250725_042401,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_042401_stage2_upscaled.png,2.0,20250725_042401,Crop coordinates not available (image already cropped),2025-10-11T11:44:34+00:00
mojo1_historical_extraction,20250726_024015,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_024015_stage1.5_face_swapped.png,1.5,20250726_024015,Crop coordinates not available (image already cropped),2025-10-10T08:58:26+00:00
mojo1_historical_extraction,20250726_095154,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_095154_stage1.5_face_swapped.png,1.5,20250726_095154,Crop coordinates not available (image already cropped),2025-10-10T10:40:38+00:00
mojo1_historical_extraction,20250727_114238,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_114238_stage1.5_face_swapped.png,1.5,20250727_114238,Crop coordinates not available (image already cropped),2025-10-02T19:43:56+00:00
mojo1_historical_extraction,20250727_120046,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_120046_stage1.5_face_swapped.png,1.5,20250727_120046,Crop coordinates not available (image already cropped),2025-10-10T21:58:10+00:00
mojo1_historical_extraction,20250725_210547,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_210547_stage1.5_face_swapped.png,1.5,20250725_210547,Crop coordinates not available (image already cropped),2025-10-08T22:35:10+00:00
mojo1_historical_extraction,20250728_033423,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250728_033423_stage1.5_face_swapped.png,1.5,20250728_033423,Crop coordinates not available (image already cropped),2025-10-11T02:06:42+00:00
mojo1_historical_extraction,20250726_100842,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_100842_stage1.5_face_swapped.png,1.5,20250726_100842,Crop coordinates not available (image already cropped),2025-10-10T10:44:40+00:00
mojo1_historical_extraction,20250726_110533,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_110533_stage1.5_face_swapped.png,1.5,20250726_110533,Crop coordinates not available (image already cropped),2025-10-10T11:01:52+00:00
mojo1_historical_extraction,20250727_221554,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_221554_stage1.5_face_swapped.png,1.5,20250727_221554,Crop coordinates not available (image already cropped),2025-10-11T01:16:00+00:00
mojo1_historical_extraction,20250706_110149,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250706_110149_stage3_enhanced.png,3.0,20250706_110149,Crop coordinates not available (image already cropped),2025-10-04T22:11:58+00:00
mojo1_historical_extraction,20250726_081020,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_081020_stage1.5_face_swapped.png,1.5,20250726_081020,Crop coordinates not available (image already cropped),2025-10-10T10:12:14+00:00
mojo1_historical_extraction,20250725_125704,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_125704_stage2_upscaled.png,2.0,20250725_125704,Crop coordinates not available (image already cropped),2025-10-08T21:00:00+00:00
mojo1_historical_extraction,20250728_041933,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250728_041933_stage1.5_face_swapped.png,1.5,20250728_041933,Crop coordinates not available (image already cropped),2025-10-11T11:22:04+00:00
mojo1_historical_extraction,20250727_131416,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_131416_stage1.5_face_swapped.png,1.5,20250727_131416,Crop coordinates not available (image already cropped),2025-10-02T20:26:00+00:00
mojo1_historical_extraction,20250728_014935,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250728_014935_stage1.5_face_swapped.png,1.5,20250728_014935,Crop coordinates not available (image already cropped),2025-10-11T01:58:10+00:00
mojo1_historical_extraction,20250726_150612,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_150612_stage1.5_face_swapped.png,1.5,20250726_150612,Crop coordinates not available (image already cropped),2025-10-10T19:12:48+00:00
mojo1_historical_extraction,20250725_164246,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_164246_stage1.5_face_swapped.png,1.5,20250725_164246,Crop coordinates not available (image already cropped),2025-10-08T21:27:54+00:00
mojo1_historical_extraction,20250727_221523,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_221523_stage1.5_face_swapped.png,1.5,20250727_221523,Crop coordinates not available (image already cropped),2025-10-11T01:16:00+00:00
mojo1_historical_extraction,20250725_180804,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_180804_stage1.5_face_swapped.png,1.5,20250725_180804,Crop coordinates not available (image already cropped),2025-10-08T22:02:04+00:00
mojo1_historical_extraction,20250727_224007,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_224007_stage1.5_face_swapped.png,1.5,20250727_224007,Crop coordinates not available (image already cropped),2025-10-03T17:13:24+00:00
mojo1_historical_extraction,20250725_182839,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_182839_stage1.5_face_swapped.png,1.5,20250725_182839,Crop coordinates not available (image already cropped),2025-10-02T12:12:14+00:00
mojo1_historical_extraction,20250726_025138,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_025138_stage1.5_face_swapped.png,1.5,20250726_025138,Crop coordinates not available (image already cropped),2025-10-10T09:00:16+00:00
mojo1_historical_extraction,20250727_161938,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_161938_stage1.5_face_swapped.png,1.5,20250727_161938,Crop coordinates not available (image already cropped),2025-10-02T20:59:32+00:00
mojo1_historical_extraction,20250725_173034,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_173034_stage1.5_face_swapped.png,1.5,20250725_173034,Crop coordinates not available (image already cropped),2025-10-08T21:54:56+00:00
mojo1_historical_extraction,20250726_114233,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_114233_stage1.5_face_swapped.png,1.5,20250726_114233,Crop coordinates not available (image already cropped),2025-10-10T11:11:32+00:00
mojo1_historical_extraction,20250725_114233,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_114233_stage2_upscaled.png,2.0,20250725_114233,Crop coordinates not available (image already cropped),2025-10-08T20:56:38+00:00
mojo1_historical_extraction,20250725_191726,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_191726_stage1.5_face_swapped.png,1.5,20250725_191726,Crop coordinates not available (image already cropped),2025-10-08T22:21:38+00:00
mojo1_historical_extraction,20250725_222917,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_222917_stage1.5_face_swapped.png,1.5,20250725_222917,Crop coordinates not available (image already cropped),2025-10-08T23:39:30+00:00
mojo1_historical_extraction,20250727_172627,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_172627_stage1.5_face_swapped.png,1.5,20250727_172627,Crop coordinates not available (image already cropped),2025-10-10T23:55:10+00:00
mojo1_historical_extraction,20250727_130645,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_130645_stage1.5_face_swapped.png,1.5,20250727_130645,Crop coordinates not available (image already cropped),2025-10-10T22:13:42+00:00
mojo1_historical_extraction,20250725_212412,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_212412_stage1.5_face_swapped.png,1.5,20250725_212412,Crop coordinates not available (image already cropped),2025-10-08T22:37:00+00:00
mojo1_historical_extraction,20250726_010806,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_010806_stage1.5_face_swapped.png,1.5,20250726_010806,Crop coordinates not available (image already cropped),2025-10-02T13:28:28+00:00
mojo1_historical_extraction,20250726_034616,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_034616_stage1.5_face_swapped.png,1.5,20250726_034616,Crop coordinates not available (image already cropped),2025-10-10T09:11:20+00:00
mojo1_historical_extraction,20250726_040621,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_040621_stage1.5_face_swapped.png,1.5,20250726_040621,Crop coordinates not available (image already cropped),2025-10-10T09:22:52+00:00
mojo1_historical_extraction,20250725_185433,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_185433_stage1.5_face_swapped.png,1.5,20250725_185433,Crop coordinates not available (image already cropped),2025-10-08T22:19:16+00:00
mojo1_historical_extraction,20250727_184925,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_184925_stage1.5_face_swapped.png,1.5,20250727_184925,Crop coordinates not available (image already cropped),2025-10-11T00:11:44+00:00
mojo1_historical_extraction,20250726_020339,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_020339_stage1.5_face_swapped.png,1.5,20250726_020339,Crop coordinates not available (image already cropped),2025-10-02T13:39:52+00:00
mojo1_historical_extraction,20250726_114409,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_114409_stage1.5_face_swapped.png,1.5,20250726_114409,Crop coordinates not available (image already cropped),2025-10-10T11:11:54+00:00
mojo1_historical_extraction,20250726_124813,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_124813_stage1.5_face_swapped.png,1.5,20250726_124813,Crop coordinates not available (image already cropped),2025-10-10T11:27:16+00:00
mojo1_historical_extraction,20250727_234340,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_234340_stage1.5_face_swapped.png,1.5,20250727_234340,Crop coordinates not available (image already cropped),2025-10-11T01:40:36+00:00
mojo1_historical_extraction,20250727_205505,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_205505_stage1.5_face_swapped.png,1.5,20250727_205505,Crop coordinates not available (image already cropped),2025-10-11T00:44:54+00:00
mojo1_historical_extraction,20250726_095719,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_095719_stage1.5_face_swapped.png,1.5,20250726_095719,Crop coordinates not available (image already cropped),2025-10-10T10:41:24+00:00
mojo1_historical_extraction,20250726_140555,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_140555_stage1.5_face_swapped.png,1.5,20250726_140555,Crop coordinates not available (image already cropped),2025-10-10T12:16:26+00:00
mojo1_historical_extraction,20250725_174101,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_174101_stage1.5_face_swapped.png,1.5,20250725_174101,Crop coordinates not available (image already cropped),2025-10-08T21:55:54+00:00
mojo1_historical_extraction,20250726_090827,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_090827_stage1.5_face_swapped.png,1.5,20250726_090827,Crop coordinates not available (image already cropped),2025-10-10T10:27:40+00:00
mojo1_historical_extraction,20250726_141619,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_141619_stage1.5_face_swapped.png,1.5,20250726_141619,Crop coordinates not available (image already cropped),2025-10-10T12:20:26+00:00
mojo1_historical_extraction,20250727_131836,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_131836_stage1.5_face_swapped.png,1.5,20250727_131836,Crop coordinates not available (image already cropped),2025-10-10T22:15:04+00:00
mojo1_historical_extraction,20250725_175857,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_175857_stage1.5_face_swapped.png,1.5,20250725_175857,Crop coordinates not available (image already cropped),2025-10-02T12:09:14+00:00
mojo1_historical_extraction,20250728_021631,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250728_021631_stage1.5_face_swapped.png,1.5,20250728_021631,Crop coordinates not available (image already cropped),2025-10-11T02:01:52+00:00
mojo1_historical_extraction,20250725_162833,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250725_162833_stage1.5_face_swapped.png,1.5,20250725_162833,Crop coordinates not available (image already cropped),2025-10-08T21:22:00+00:00
mojo1_historical_extraction,20250727_111842,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_111842_stage1.5_face_swapped.png,1.5,20250727_111842,Crop coordinates not available (image already cropped),2025-10-10T21:30:50+00:00
mojo1_historical_extraction,20250726_044655,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_044655_stage1.5_face_swapped.png,1.5,20250726_044655,Crop coordinates not available (image already cropped),2025-10-10T09:29:22+00:00
mojo1_historical_extraction,20250727_230411,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250727_230411_stage1.5_face_swapped.png,1.5,20250727_230411,Crop coordinates not available (image already cropped),2025-10-11T01:35:54+00:00
mojo1_historical_extraction,20250726_035843,mojo1,PROJECT_ROOT/training data/mojo1_final/_young brunette curly/20250726_035843_stage1.5_face_swapped.png,1.5,20250726_035843,Crop coordinates not available (image already cropped),2025-10-10T09:12:56+00:00
