session_id,set_id,project,chosen_stage,max_rejected_stage,chosen_path,rejected_paths,timestamp
20251014_054232,group_303,mojo2,1,2,/Users/eriksjaastad/projects/Eros Mate/mojo2/20250725_193347_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/mojo2/20250725_193355_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/mojo2/20250725_193509_stage2_upscaled.png']",2025-10-14T10:04:45.465704Z
20251014_054232,group_333,mojo2,1,2,/Users/eriksjaastad/projects/Eros Mate/mojo2/20250725_202747_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/mojo2/20250725_202756_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/mojo2/20250725_202909_stage2_upscaled.png']",2025-10-14T10:04:59.599804Z
20251015_175459,group_581,mojo2,1,2,/Users/eriksjaastad/projects/Eros Mate/mojo2/20250728_005714_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/mojo2/20250728_005719_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/mojo2/20250728_005832_stage2_upscaled.png']",2025-10-15T22:48:23.903270Z
20251016_092718,group_1,mojo2,1,2,/Users/eriksjaastad/projects/Eros Mate/mojo2/20250817_172735_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/mojo2/20250817_173040_stage2_upscaled.png'],2025-10-16T13:51:51.194585Z
tattersail-0918_extraction,group_20250706_120829,tattersail-0918,2,3,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/tara/tara/20250706_120829_stage2_upscaled.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/south-asian-late-30s/20250706_121027_stage3_enhanced.png'],2025-07-06T12:08:29+00:00
tattersail-0918_extraction,group_20250706_145112,tattersail-0918,2,3,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/tara/20250706_145112_stage2_upscaled.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/south-asian-late-30s/20250706_145307_stage3_enhanced.png'],2025-07-06T14:51:12+00:00
tattersail-0918_extraction,group_20250707_024523,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_024523_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/tara/20250707_024710_stage2_upscaled.png'],2025-07-07T02:45:23+00:00
tattersail-0918_extraction,group_20250707_030750,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_030750_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/tara/20250707_030937_stage2_upscaled.png'],2025-07-07T03:07:50+00:00
tattersail-0918_extraction,group_20250707_031618,tattersail-0918,1,3,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_031618_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_031805_stage2_upscaled.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_031949_stage3_enhanced.png']",2025-07-07T03:16:18+00:00
tattersail-0918_extraction,group_20250707_035835,tattersail-0918,1,3,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_035835_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_040022_stage2_upscaled.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_040208_stage3_enhanced.png']",2025-07-07T03:58:35+00:00
tattersail-0918_extraction,group_20250707_041524,tattersail-0918,1,3,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_041524_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_041711_stage2_upscaled.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_041855_stage3_enhanced.png']",2025-07-07T04:15:24+00:00
tattersail-0918_extraction,group_20250707_042814,tattersail-0918,1,3,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_042814_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_043001_stage2_upscaled.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_043145_stage3_enhanced.png']",2025-07-07T04:28:14+00:00
tattersail-0918_extraction,group_20250707_044040,tattersail-0918,1,3,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_044040_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_044227_stage2_upscaled.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/faces/20250707_044435_stage3_enhanced.png']",2025-07-07T04:40:40+00:00
tattersail-0918_extraction,group_20250707_045436,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_045436_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_045453_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_045640_stage2_upscaled.png']",2025-07-07T04:54:36+00:00
tattersail-0918_extraction,group_20250707_045955,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_045955_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_050009_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_050156_stage2_upscaled.png']",2025-07-07T04:59:55+00:00
tattersail-0918_extraction,group_20250707_052951,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_052951_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_053011_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_053158_stage2_upscaled.png']",2025-07-07T05:29:51+00:00
tattersail-0918_extraction,group_20250707_053749,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_053749_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_053807_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_053954_stage2_upscaled.png']",2025-07-07T05:37:49+00:00
tattersail-0918_extraction,group_20250707_054031,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_054031_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_054050_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_054237_stage2_upscaled.png']",2025-07-07T05:40:31+00:00
tattersail-0918_extraction,group_20250707_054836,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_054836_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_054854_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_055041_stage2_upscaled.png']",2025-07-07T05:48:36+00:00
tattersail-0918_extraction,group_20250707_055404,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_055404_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_055426_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_055613_stage2_upscaled.png']",2025-07-07T05:54:04+00:00
tattersail-0918_extraction,group_20250707_061241,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_061241_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_061259_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_061446_stage2_upscaled.png']",2025-07-07T06:12:41+00:00
tattersail-0918_extraction,group_20250707_063129,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_063129_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_063131_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_063318_stage2_upscaled.png']",2025-07-07T06:31:29+00:00
tattersail-0918_extraction,group_20250707_064727,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_064727_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_064740_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_064927_stage2_upscaled.png']",2025-07-07T06:47:27+00:00
tattersail-0918_extraction,group_20250707_065003,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_065003_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_065025_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_065212_stage2_upscaled.png']",2025-07-07T06:50:03+00:00
tattersail-0918_extraction,group_20250707_065249,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_065249_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_065304_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_065450_stage2_upscaled.png']",2025-07-07T06:52:49+00:00
tattersail-0918_extraction,group_20250707_071142,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_071142_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_071202_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_071349_stage2_upscaled.png']",2025-07-07T07:11:42+00:00
tattersail-0918_extraction,group_20250707_071708,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_071708_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_071724_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_071911_stage2_upscaled.png']",2025-07-07T07:17:08+00:00
tattersail-0918_extraction,group_20250707_073038,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_073038_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_073056_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_073243_stage2_upscaled.png']",2025-07-07T07:30:38+00:00
tattersail-0918_extraction,group_20250707_074130,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_074130_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_074132_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_074318_stage2_upscaled.png']",2025-07-07T07:41:30+00:00
tattersail-0918_extraction,group_20250707_075446,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_075446_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_075508_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_075655_stage2_upscaled.png']",2025-07-07T07:54:46+00:00
tattersail-0918_extraction,group_20250707_111848,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_111848_stage1_generated.png,"['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_111904_stage1.5_face_swapped.png', '/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_112051_stage2_upscaled.png']",2025-07-07T11:18:48+00:00
tattersail-0918_extraction,group_20250707_113601,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_113601_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_113747_stage2_upscaled.png'],2025-07-07T11:36:01+00:00
tattersail-0918_extraction,group_20250707_133913,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_133913_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_134100_stage2_upscaled.png'],2025-07-07T13:39:13+00:00
tattersail-0918_extraction,group_20250707_134400,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_134400_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_134547_stage2_upscaled.png'],2025-07-07T13:44:00+00:00
tattersail-0918_extraction,group_20250707_134847,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_134847_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_135034_stage2_upscaled.png'],2025-07-07T13:48:47+00:00
tattersail-0918_extraction,group_20250707_135558,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_135558_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_135745_stage2_upscaled.png'],2025-07-07T13:55:58+00:00
tattersail-0918_extraction,group_20250707_140045,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_140045_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_140232_stage2_upscaled.png'],2025-07-07T14:00:45+00:00
tattersail-0918_extraction,group_20250707_140309,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_140309_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_140456_stage2_upscaled.png'],2025-07-07T14:03:09+00:00
tattersail-0918_extraction,group_20250707_140532,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_140532_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_140719_stage2_upscaled.png'],2025-07-07T14:05:32+00:00
tattersail-0918_extraction,group_20250707_142441,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_142441_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_142628_stage2_upscaled.png'],2025-07-07T14:24:41+00:00
tattersail-0918_extraction,group_20250707_142705,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_142705_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_142852_stage2_upscaled.png'],2025-07-07T14:27:05+00:00
tattersail-0918_extraction,group_20250707_142929,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_142929_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_143116_stage2_upscaled.png'],2025-07-07T14:29:29+00:00
tattersail-0918_extraction,group_20250707_143903,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_143903_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_144050_stage2_upscaled.png'],2025-07-07T14:39:03+00:00
tattersail-0918_extraction,group_20250707_144614,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_144614_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_144801_stage2_upscaled.png'],2025-07-07T14:46:14+00:00
tattersail-0918_extraction,group_20250707_144838,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_144838_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_145025_stage2_upscaled.png'],2025-07-07T14:48:38+00:00
tattersail-0918_extraction,group_20250707_145812,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_145812_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_145959_stage2_upscaled.png'],2025-07-07T14:58:12+00:00
tattersail-0918_extraction,group_20250707_150259,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_150259_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_150446_stage2_upscaled.png'],2025-07-07T15:02:59+00:00
tattersail-0918_extraction,group_20250707_150523,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_150523_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_150710_stage2_upscaled.png'],2025-07-07T15:05:23+00:00
tattersail-0918_extraction,group_20250707_151010,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_151010_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_151157_stage2_upscaled.png'],2025-07-07T15:10:10+00:00
tattersail-0918_extraction,group_20250707_152208,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_152208_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_152355_stage2_upscaled.png'],2025-07-07T15:22:08+00:00
tattersail-0918_extraction,group_20250707_152919,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_152919_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_153106_stage2_upscaled.png'],2025-07-07T15:29:19+00:00
tattersail-0918_extraction,group_20250707_153143,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_153143_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_153330_stage2_upscaled.png'],2025-07-07T15:31:43+00:00
tattersail-0918_extraction,group_20250707_153406,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_153406_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_153553_stage2_upscaled.png'],2025-07-07T15:34:06+00:00
tattersail-0918_extraction,group_20250707_155052,tattersail-0918,1,2,/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_155052_stage1_generated.png,['/Users/eriksjaastad/projects/Eros Mate/training data/tattersail-0918/20250707_155239_stage2_upscaled.png'],2025-07-07T15:50:52+00:00
