session_id,set_id,directory,chosen_path,chosen_stage,timestamp,time_diff_days,raw_mtime,final_mtime
mojo1_historical,20250726_122248,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_122248_stage1.5_face_swapped.png,1.5,20250726_122248,74.31690972222222,2025-07-26T12:22:49+00:00,2025-10-08T19:59:10+00:00
mojo1_historical,20250727_161213,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_161213_stage1.5_face_swapped.png,1.5,20250727_161213,75.2878125,2025-07-27T16:12:13+00:00,2025-10-10T23:06:40+00:00
mojo1_historical,20250727_232008,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_232008_stage1.5_face_swapped.png,1.5,20250727_232008,67.74842592592593,2025-07-27T23:20:08+00:00,2025-10-03T17:17:52+00:00
mojo1_historical,20250725_185714,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_185714_stage1.5_face_swapped.png,1.5,20250725_185714,75.14046296296296,2025-07-25T18:57:14+00:00,2025-10-08T22:19:30+00:00
mojo1_historical,20250726_010024,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_010024_stage1.5_face_swapped.png,1.5,20250726_010024,74.97783564814814,2025-07-26T01:00:25+00:00,2025-10-09T00:28:30+00:00
mojo1_historical,20250727_223726,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_223726_stage1.5_face_swapped.png,1.5,20250727_223726,67.77488425925925,2025-07-27T22:37:26+00:00,2025-10-03T17:13:16+00:00
mojo1_historical,20250727_132656,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_132656_stage1.5_face_swapped.png,1.5,20250727_132656,67.2946412037037,2025-07-27T13:26:57+00:00,2025-10-02T20:31:14+00:00
mojo1_historical,20250726_023555,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_023555_stage1.5_face_swapped.png,1.5,20250726_023555,76.26518518518519,2025-07-26T02:35:56+00:00,2025-10-10T08:57:48+00:00
mojo1_historical,20250725_142556,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_142556_stage1.5_face_swapped.png,1.5,20250725_142556,68.89203703703704,2025-07-25T14:25:56+00:00,2025-10-02T11:50:28+00:00
mojo1_historical,20250726_010701,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_010701_stage1.5_face_swapped.png,1.5,20250726_010701,74.9746875,2025-07-26T01:07:01+00:00,2025-10-09T00:30:34+00:00
mojo1_historical,20250727_213603,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_213603_stage1.5_face_swapped.png,1.5,20250727_213603,72.9426388888889,2025-07-27T21:36:04+00:00,2025-10-08T20:13:28+00:00
mojo1_historical,20250727_112018,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_112018_stage1.5_face_swapped.png,1.5,20250727_112018,67.34505787037037,2025-07-27T11:20:19+00:00,2025-10-02T19:37:12+00:00
mojo1_historical,20250726_063039,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_063039_stage1.5_face_swapped.png,1.5,20250726_063039,76.13754629629629,2025-07-26T06:30:40+00:00,2025-10-10T09:48:44+00:00
mojo1_historical,20250727_212759,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_212759_stage1.5_face_swapped.png,1.5,20250727_212759,75.14748842592593,2025-07-27T21:27:59+00:00,2025-10-11T01:00:22+00:00
mojo1_historical,20250725_170747,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_170747_stage1.5_face_swapped.png,1.5,20250725_170747,68.78957175925926,2025-07-25T17:07:47+00:00,2025-10-02T12:04:46+00:00
mojo1_historical,20250727_211428,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_211428_stage1.5_face_swapped.png,1.5,20250727_211428,75.14965277777777,2025-07-27T21:14:28+00:00,2025-10-11T00:49:58+00:00
mojo1_historical,20250726_091040,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_091040_stage1.5_face_swapped.png,1.5,20250726_091040,76.05414351851852,2025-07-26T09:10:40+00:00,2025-10-10T10:28:38+00:00
mojo1_historical,20250727_152158,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_152158_stage1.5_face_swapped.png,1.5,20250727_152158,67.23032407407408,2025-07-27T15:21:58+00:00,2025-10-02T20:53:38+00:00
mojo1_historical,20250727_184434,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_184434_stage1.5_face_swapped.png,1.5,20250727_184434,75.22680555555556,2025-07-27T18:44:34+00:00,2025-10-11T00:11:10+00:00
mojo1_historical,20250726_002148,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_002148_stage1.5_face_swapped.png,1.5,20250726_002148,68.54059027777778,2025-07-26T00:21:49+00:00,2025-10-02T13:20:16+00:00
mojo1_historical,20250728_025822,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_025822_stage1.5_face_swapped.png,1.5,20250728_025822,74.96233796296296,2025-07-28T02:58:22+00:00,2025-10-11T02:04:08+00:00
mojo1_historical,20250727_150023,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_150023_stage1.5_face_swapped.png,1.5,20250727_150023,75.32458333333334,2025-07-27T15:00:24+00:00,2025-10-10T22:47:48+00:00
mojo1_historical,20250727_131344,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_131344_stage1.5_face_swapped.png,1.5,20250727_131344,75.37543981481481,2025-07-27T13:13:44+00:00,2025-10-10T22:14:22+00:00
mojo1_historical,20250726_034857,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_034857_stage1.5_face_swapped.png,1.5,20250726_034857,76.22417824074074,2025-07-26T03:48:57+00:00,2025-10-10T09:11:46+00:00
mojo1_historical,20250726_044412,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_044412_stage1.5_face_swapped.png,1.5,20250726_044412,76.19737268518519,2025-07-26T04:44:13+00:00,2025-10-10T09:28:26+00:00
mojo1_historical,20250725_165658,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_165658_stage1.5_face_swapped.png,1.5,20250725_165658,68.79646990740741,2025-07-25T16:56:59+00:00,2025-10-02T12:03:54+00:00
mojo1_historical,20250726_021214,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_021214_stage1.5_face_swapped.png,1.5,20250726_021214,76.27975694444444,2025-07-26T02:12:15+00:00,2025-10-10T08:55:06+00:00
mojo1_historical,20250727_203822,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_203822_stage1.5_face_swapped.png,1.5,20250727_203822,75.16864583333333,2025-07-27T20:38:23+00:00,2025-10-11T00:41:14+00:00
mojo1_historical,20250728_045809,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_045809_stage1.5_face_swapped.png,1.5,20250728_045809,67.56165509259259,2025-07-28T04:58:09+00:00,2025-10-03T18:26:56+00:00
mojo1_historical,20250727_170241,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_170241_stage1.5_face_swapped.png,1.5,20250727_170241,75.27150462962963,2025-07-27T17:02:42+00:00,2025-10-10T23:33:40+00:00
mojo1_historical,20250727_065540,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_065540_stage1.5_face_swapped.png,1.5,20250727_065540,75.53987268518519,2025-07-27T06:55:41+00:00,2025-10-10T19:53:06+00:00
mojo1_historical,20250728_061706,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_061706_stage1.5_face_swapped.png,1.5,20250728_061706,75.21944444444445,2025-07-28T06:17:06+00:00,2025-10-11T11:33:06+00:00
mojo1_historical,20250727_111126,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_111126_stage1.5_face_swapped.png,1.5,20250727_111126,67.34983796296297,2025-07-27T11:11:26+00:00,2025-10-02T19:35:12+00:00
mojo1_historical,20250727_101752,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_101752_stage1.5_face_swapped.png,1.5,20250727_101752,75.46153935185185,2025-07-27T10:17:53+00:00,2025-10-10T21:22:30+00:00
mojo1_historical,20250725_042401,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_042401_stage2_upscaled.png,2.0,20250725_042401,78.30592592592592,2025-07-25T04:24:02+00:00,2025-10-11T11:44:34+00:00
mojo1_historical,20250726_024015,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_024015_stage1.5_face_swapped.png,1.5,20250726_024015,76.26261574074074,2025-07-26T02:40:16+00:00,2025-10-10T08:58:26+00:00
mojo1_historical,20250726_095154,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_095154_stage1.5_face_swapped.png,1.5,20250726_095154,76.03384259259259,2025-07-26T09:51:54+00:00,2025-10-10T10:40:38+00:00
mojo1_historical,20250727_114238,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_114238_stage1.5_face_swapped.png,1.5,20250727_114238,67.33422453703703,2025-07-27T11:42:39+00:00,2025-10-02T19:43:56+00:00
mojo1_historical,20250727_120046,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_120046_stage1.5_face_swapped.png,1.5,20250727_120046,75.41486111111111,2025-07-27T12:00:46+00:00,2025-10-10T21:58:10+00:00
mojo1_historical,20250725_210547,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_210547_stage1.5_face_swapped.png,1.5,20250725_210547,75.06206018518519,2025-07-25T21:05:48+00:00,2025-10-08T22:35:10+00:00
mojo1_historical,20250728_033423,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_033423_stage1.5_face_swapped.png,1.5,20250728_033423,74.9391087962963,2025-07-28T03:34:23+00:00,2025-10-11T02:06:42+00:00
mojo1_historical,20250726_100842,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_100842_stage1.5_face_swapped.png,1.5,20250726_100842,76.02497685185185,2025-07-26T10:08:42+00:00,2025-10-10T10:44:40+00:00
mojo1_historical,20250726_110533,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_110533_stage1.5_face_swapped.png,1.5,20250726_110533,75.99743055555555,2025-07-26T11:05:34+00:00,2025-10-10T11:01:52+00:00
mojo1_historical,20250727_221554,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_221554_stage1.5_face_swapped.png,1.5,20250727_221554,75.12505787037037,2025-07-27T22:15:55+00:00,2025-10-11T01:16:00+00:00
mojo1_historical,20250706_110149,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250706_110149_stage3_enhanced.png,3.0,20250706_110149,90.46534722222222,2025-07-06T11:01:52+00:00,2025-10-04T22:11:58+00:00
mojo1_historical,20250726_081020,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_081020_stage1.5_face_swapped.png,1.5,20250726_081020,76.0846412037037,2025-07-26T08:10:21+00:00,2025-10-10T10:12:14+00:00
mojo1_historical,20250725_125704,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_125704_stage2_upscaled.png,2.0,20250725_125704,75.33535879629629,2025-07-25T12:57:05+00:00,2025-10-08T21:00:00+00:00
mojo1_historical,20250728_041933,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_041933_stage1.5_face_swapped.png,1.5,20250728_041933,75.29341435185185,2025-07-28T04:19:33+00:00,2025-10-11T11:22:04+00:00
mojo1_historical,20250727_131416,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_131416_stage1.5_face_swapped.png,1.5,20250727_131416,67.29980324074074,2025-07-27T13:14:17+00:00,2025-10-02T20:26:00+00:00
mojo1_historical,20250728_014935,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250728_014935_stage1.5_face_swapped.png,1.5,20250728_014935,75.00594907407407,2025-07-28T01:49:36+00:00,2025-10-11T01:58:10+00:00
mojo1_historical,20250726_150612,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_150612_stage1.5_face_swapped.png,1.5,20250726_150612,76.17125,2025-07-26T15:06:12+00:00,2025-10-10T19:12:48+00:00
mojo1_historical,20250725_164246,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_164246_stage1.5_face_swapped.png,1.5,20250725_164246,75.19800925925927,2025-07-25T16:42:46+00:00,2025-10-08T21:27:54+00:00
mojo1_historical,20250727_221523,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_221523_stage1.5_face_swapped.png,1.5,20250727_221523,75.12542824074075,2025-07-27T22:15:23+00:00,2025-10-11T01:16:00+00:00
mojo1_historical,20250725_180804,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_180804_stage1.5_face_swapped.png,1.5,20250725_180804,75.1625,2025-07-25T18:08:04+00:00,2025-10-08T22:02:04+00:00
mojo1_historical,20250727_224007,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_224007_stage1.5_face_swapped.png,1.5,20250727_224007,67.77310185185185,2025-07-27T22:40:08+00:00,2025-10-03T17:13:24+00:00
mojo1_historical,20250725_182839,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_182839_stage1.5_face_swapped.png,1.5,20250725_182839,68.73859953703703,2025-07-25T18:28:39+00:00,2025-10-02T12:12:14+00:00
mojo1_historical,20250726_025138,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_025138_stage1.5_face_swapped.png,1.5,20250726_025138,76.25599537037037,2025-07-26T02:51:38+00:00,2025-10-10T09:00:16+00:00
mojo1_historical,20250727_161938,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_161938_stage1.5_face_swapped.png,1.5,20250727_161938,67.19436342592593,2025-07-27T16:19:39+00:00,2025-10-02T20:59:32+00:00
mojo1_historical,20250725_173034,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_173034_stage1.5_face_swapped.png,1.5,20250725_173034,75.18358796296296,2025-07-25T17:30:34+00:00,2025-10-08T21:54:56+00:00
mojo1_historical,20250726_114233,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_114233_stage1.5_face_swapped.png,1.5,20250726_114233,75.97846064814814,2025-07-26T11:42:33+00:00,2025-10-10T11:11:32+00:00
mojo1_historical,20250725_114233,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_114233_stage2_upscaled.png,2.0,20250725_114233,75.38476851851851,2025-07-25T11:42:34+00:00,2025-10-08T20:56:38+00:00
mojo1_historical,20250725_191726,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_191726_stage1.5_face_swapped.png,1.5,20250725_191726,75.12791666666666,2025-07-25T19:17:26+00:00,2025-10-08T22:21:38+00:00
mojo1_historical,20250725_222917,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_222917_stage1.5_face_swapped.png,1.5,20250725_222917,75.04875,2025-07-25T22:29:18+00:00,2025-10-08T23:39:30+00:00
mojo1_historical,20250727_172627,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_172627_stage1.5_face_swapped.png,1.5,20250727_172627,75.26993055555556,2025-07-27T17:26:28+00:00,2025-10-10T23:55:10+00:00
mojo1_historical,20250727_130645,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_130645_stage1.5_face_swapped.png,1.5,20250727_130645,75.37981481481482,2025-07-27T13:06:46+00:00,2025-10-10T22:13:42+00:00
mojo1_historical,20250725_212412,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_212412_stage1.5_face_swapped.png,1.5,20250725_212412,75.05054398148148,2025-07-25T21:24:13+00:00,2025-10-08T22:37:00+00:00
mojo1_historical,20250726_010806,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_010806_stage1.5_face_swapped.png,1.5,20250726_010806,68.51413194444444,2025-07-26T01:08:07+00:00,2025-10-02T13:28:28+00:00
mojo1_historical,20250726_034616,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_034616_stage1.5_face_swapped.png,1.5,20250726_034616,76.22572916666667,2025-07-26T03:46:17+00:00,2025-10-10T09:11:20+00:00
mojo1_historical,20250726_040621,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_040621_stage1.5_face_swapped.png,1.5,20250726_040621,76.21979166666667,2025-07-26T04:06:22+00:00,2025-10-10T09:22:52+00:00
mojo1_historical,20250725_185433,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250725_185433_stage1.5_face_swapped.png,1.5,20250725_185433,75.14216435185185,2025-07-25T18:54:33+00:00,2025-10-08T22:19:16+00:00
mojo1_historical,20250727_184925,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_184925_stage1.5_face_swapped.png,1.5,20250727_184925,75.22383101851852,2025-07-27T18:49:25+00:00,2025-10-11T00:11:44+00:00
mojo1_historical,20250726_020339,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_020339_stage1.5_face_swapped.png,1.5,20250726_020339,68.48347222222222,2025-07-26T02:03:40+00:00,2025-10-02T13:39:52+00:00
mojo1_historical,20250726_114409,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_114409_stage1.5_face_swapped.png,1.5,20250726_114409,75.97760416666667,2025-07-26T11:44:09+00:00,2025-10-10T11:11:54+00:00
mojo1_historical,20250726_124813,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250726_124813_stage1.5_face_swapped.png,1.5,20250726_124813,75.94378472222222,2025-07-26T12:48:13+00:00,2025-10-10T11:27:16+00:00
mojo1_historical,20250727_234340,mojo1,/Users/eriksjaastad/projects/Eros Mate/training data/mojo1_final/_young brunette curly/20250727_234340_stage1.5_face_swapped.png,1.5,20250727_234340,75.08120370370371,2025-07-27T23:43:40+00:00,2025-10-11T01:40:36+00:00
